Country/Region,Date,Recovered
France,2021-07-10,66154
Netherlands,2021-07-10,27460
New Zealand,2021-07-10,0
United Kingdom,2021-07-10,15892
Australia,2021-07-11,23891
China,2021-07-11,98630
Denmark,2021-07-11,823
France,2021-07-11,66154
Netherlands,2021-07-11,27460
New Zealand,2021-07-11,0
United Kingdom,2021-07-11,15903
Australia,2021-07-12,23898
China,2021-07-12,98651
Denmark,2021-07-12,826
France,2021-07-12,66165
Netherlands,2021-07-12,27469
New Zealand,2021-07-12,0
United Kingdom,2021-07-12,15991
Australia,2021-07-13,23907
China,2021-07-13,98667
Denmark,2021-07-13,829
France,2021-07-13,67349
Netherlands,2021-07-13,27474
New Zealand,2021-07-13,0
United Kingdom,2021-07-13,16007
Australia,2021-07-14,23911
China,2021-07-14,98692
Denmark,2021-07-14,829
France,2021-07-14,67349
Netherlands,2021-07-14,27490
New Zealand,2021-07-14,0
United Kingdom,2021-07-14,16127
Australia,2021-07-15,23920
China,2021-07-15,98705
Denmark,2021-07-15,830
France,2021-07-15,67354
Netherlands,2021-07-15,27494
New Zealand,2021-07-15,0
United Kingdom,2021-07-15,16133
Australia,2021-07-16,23935
China,2021-07-16,98730
Denmark,2021-07-16,831
France,2021-07-16,67358
Netherlands,2021-07-16,27501
New Zealand,2021-07-16,0
United Kingdom,2021-07-16,16220
Australia,2021-07-17,23939
China,2021-07-17,98760
Denmark,2021-07-17,852
France,2021-07-17,67358
Netherlands,2021-07-17,27521
New Zealand,2021-07-17,0
United Kingdom,2021-07-17,16429
Australia,2021-07-18,23944
China,2021-07-18,98776
Denmark,2021-07-18,872
France,2021-07-18,67358
Netherlands,2021-07-18,27524
New Zealand,2021-07-18,0
United Kingdom,2021-07-18,16430
Australia,2021-07-19,23959
China,2021-07-19,98798
Denmark,2021-07-19,872
France,2021-07-19,67358
Netherlands,2021-07-19,27538
New Zealand,2021-07-19,0
United Kingdom,2021-07-19,16487
Australia,2021-07-20,23965
China,2021-07-20,98798
Denmark,2021-07-20,894
France,2021-07-20,68634
Netherlands,2021-07-20,27563
New Zealand,2021-07-20,0
United Kingdom,2021-07-20,16686
Australia,2021-07-21,23973
China,2021-07-21,98877
Denmark,2021-07-21,910
France,2021-07-21,68634
Netherlands,2021-07-21,27585
New Zealand,2021-07-21,0
United Kingdom,2021-07-21,17033
Australia,2021-07-22,23985
China,2021-07-22,98900
Denmark,2021-07-22,935
France,2021-07-22,68677
Netherlands,2021-07-22,27625
New Zealand,2021-07-22,0
United Kingdom,2021-07-22,17290
Australia,2021-07-23,23986
China,2021-07-23,98903
Denmark,2021-07-23,936
France,2021-07-23,68677
Netherlands,2021-07-23,27679
New Zealand,2021-07-23,0
United Kingdom,2021-07-23,17450
Australia,2021-07-24,24001
China,2021-07-24,98945
Denmark,2021-07-24,947
France,2021-07-24,68677
Netherlands,2021-07-24,27739
New Zealand,2021-07-24,0
United Kingdom,2021-07-24,18216
Australia,2021-07-25,24001
China,2021-07-25,98975
Denmark,2021-07-25,949
France,2021-07-25,68677
Netherlands,2021-07-25,27802
New Zealand,2021-07-25,0
United Kingdom,2021-07-25,18226
Australia,2021-07-26,24008
China,2021-07-26,98995
Denmark,2021-07-26,949
France,2021-07-26,68721
Netherlands,2021-07-26,27875
New Zealand,2021-07-26,0
United Kingdom,2021-07-26,18546
Australia,2021-07-27,24013
China,2021-07-27,99016
Denmark,2021-07-27,974
France,2021-07-27,70579
Netherlands,2021-07-27,28008
New Zealand,2021-07-27,0
United Kingdom,2021-07-27,18908
Australia,2021-07-28,24022
China,2021-07-28,99041
Denmark,2021-07-28,989
France,2021-07-28,70637
Netherlands,2021-07-28,28074
New Zealand,2021-07-28,0
United Kingdom,2021-07-28,19724
Australia,2021-07-29,24036
China,2021-07-29,99063
Denmark,2021-07-29,996
France,2021-07-29,70796
Netherlands,2021-07-29,28149
New Zealand,2021-07-29,0
United Kingdom,2021-07-29,20638
Australia,2021-07-30,24059
China,2021-07-30,99091
Denmark,2021-07-30,1005
France,2021-07-30,70796
Netherlands,2021-07-30,28252
New Zealand,2021-07-30,0
United Kingdom,2021-07-30,20919
Australia,2021-07-31,24093
China,2021-07-31,99119
Denmark,2021-07-31,1021
France,2021-07-31,70796
Netherlands,2021-07-31,28329
New Zealand,2021-07-31,0
United Kingdom,2021-07-31,20928
Australia,2021-08-01,24124
China,2021-08-01,99150
Denmark,2021-08-01,1027
France,2021-08-01,70796
Netherlands,2021-08-01,28430
New Zealand,2021-08-01,0
United Kingdom,2021-08-01,21083
Australia,2021-08-02,24141
China,2021-08-02,99172
Denmark,2021-08-02,1033
France,2021-08-02,70875
Netherlands,2021-08-02,28496
New Zealand,2021-08-02,0
United Kingdom,2021-08-02,22633
Australia,2021-08-03,24172
China,2021-08-03,99187
Denmark,2021-08-03,1041
France,2021-08-03,72675
Netherlands,2021-08-03,28594
New Zealand,2021-08-03,0
United Kingdom,2021-08-03,24369
Australia,2021-08-04,24203
China,2021-08-04,99228
Denmark,2021-08-04,1050
France,2021-08-04,72858
Netherlands,2021-08-04,28771
New Zealand,2021-08-04,0
United Kingdom,2021-08-04,24693
Australia,2021-08-05,0
China,2021-08-05,0
Denmark,2021-08-05,0
France,2021-08-05,0
Netherlands,2021-08-05,0
New Zealand,2021-08-05,0
United Kingdom,2021-08-05,0
Australia,2021-08-06,0
China,2021-08-06,0
Denmark,2021-08-06,0
France,2021-08-06,0
Netherlands,2021-08-06,0
New Zealand,2021-08-06,0
United Kingdom,2021-08-06,0
Australia,2021-08-07,0
China,2021-08-07,0
Denmark,2021-08-07,0
France,2021-08-07,0
Netherlands,2021-08-07,0
New Zealand,2021-08-07,0
United Kingdom,2021-08-07,0
Australia,2021-08-08,0
China,2021-08-08,0
Denmark,2021-08-08,0
France,2021-08-08,0
Netherlands,2021-08-08,0
New Zealand,2021-08-08,0
United Kingdom,2021-08-08,0
Australia,2021-08-09,0
China,2021-08-09,0
Denmark,2021-08-09,0
France,2021-08-09,0
Netherlands,2021-08-09,0
New Zealand,2021-08-09,0
United Kingdom,2021-08-09,0
Australia,2021-08-10,0
China,2021-08-10,0
Denmark,2021-08-10,0
France,2021-08-10,0
Netherlands,2021-08-10,0
New Zealand,2021-08-10,0
United Kingdom,2021-08-10,0
Australia,2021-08-11,0
China,2021-08-11,0
Denmark,2021-08-11,0
France,2021-08-11,0
Netherlands,2021-08-11,0
New Zealand,2021-08-11,0
United Kingdom,2021-08-11,0
Australia,2021-08-12,0
China,2021-08-12,0
Denmark,2021-08-12,0
France,2021-08-12,0
Netherlands,2021-08-12,0
New Zealand,2021-08-12,0
United Kingdom,2021-08-12,0
Australia,2021-08-13,0
China,2021-08-13,0
Denmark,2021-08-13,0
France,2021-08-13,0
Netherlands,2021-08-13,0
New Zealand,2021-08-13,0
United Kingdom,2021-08-13,0
Australia,2021-08-14,0
China,2021-08-14,0
Denmark,2021-08-14,0
France,2021-08-14,0
Netherlands,2021-08-14,0
New Zealand,2021-08-14,0
United Kingdom,2021-08-14,0
Australia,2021-08-15,0
China,2021-08-15,0
Denmark,2021-08-15,0
France,2021-08-15,0
Netherlands,2021-08-15,0
New Zealand,2021-08-15,0
United Kingdom,2021-08-15,0
Australia,2021-08-16,0
China,2021-08-16,0
Denmark,2021-08-16,0
France,2021-08-16,0
Netherlands,2021-08-16,0
New Zealand,2021-08-16,0
United Kingdom,2021-08-16,0
Australia,2021-08-17,0
China,2021-08-17,0
Denmark,2021-08-17,0
France,2021-08-17,0
Netherlands,2021-08-17,0
New Zealand,2021-08-17,0
United Kingdom,2021-08-17,0
Australia,2021-08-18,0
China,2021-08-18,0
Denmark,2021-08-18,0
France,2021-08-18,0
Netherlands,2021-08-18,0
New Zealand,2021-08-18,0
United Kingdom,2021-08-18,0
Australia,2021-08-19,0
China,2021-08-19,0
Denmark,2021-08-19,0
France,2021-08-19,0
Netherlands,2021-08-19,0
New Zealand,2021-08-19,0
United Kingdom,2021-08-19,0
Australia,2021-08-20,0
China,2021-08-20,0
Denmark,2021-08-20,0
France,2021-08-20,0
Netherlands,2021-08-20,0
New Zealand,2021-08-20,0
United Kingdom,2021-08-20,0
Australia,2021-08-21,0
China,2021-08-21,0
Denmark,2021-08-21,0
France,2021-08-21,0
Netherlands,2021-08-21,0
New Zealand,2021-08-21,0
United Kingdom,2021-08-21,0
Australia,2021-08-22,0
China,2021-08-22,0
Denmark,2021-08-22,0
France,2021-08-22,0
Netherlands,2021-08-22,0
New Zealand,2021-08-22,0
United Kingdom,2021-08-22,0
Australia,2021-08-23,0
China,2021-08-23,0
Denmark,2021-08-23,0
France,2021-08-23,0
Netherlands,2021-08-23,0
New Zealand,2021-08-23,0
United Kingdom,2021-08-23,0
Australia,2021-08-24,0
China,2021-08-24,0
Denmark,2021-08-24,0
France,2021-08-24,0
Netherlands,2021-08-24,0
New Zealand,2021-08-24,0
United Kingdom,2021-08-24,0
Australia,2021-08-25,0
China,2021-08-25,0
Denmark,2021-08-25,0
France,2021-08-25,0
Netherlands,2021-08-25,0
New Zealand,2021-08-25,0
United Kingdom,2021-08-25,0
Australia,2021-08-26,0
China,2021-08-26,0
Denmark,2021-08-26,0
France,2021-08-26,0
Netherlands,2021-08-26,0
New Zealand,2021-08-26,0
United Kingdom,2021-08-26,0
Australia,2021-08-27,0
China,2021-08-27,0
Denmark,2021-08-27,0
France,2021-08-27,0
Netherlands,2021-08-27,0
New Zealand,2021-08-27,0
United Kingdom,2021-08-27,0
Australia,2021-08-28,0
China,2021-08-28,0
Denmark,2021-08-28,0
France,2021-08-28,0
Netherlands,2021-08-28,0
New Zealand,2021-08-28,0
United Kingdom,2021-08-28,0
Australia,2021-08-29,0
China,2021-08-29,0
Denmark,2021-08-29,0
France,2021-08-29,0
Netherlands,2021-08-29,0
New Zealand,2021-08-29,0
United Kingdom,2021-08-29,0
Australia,2021-08-30,0
China,2021-08-30,0
Denmark,2021-08-30,0
France,2021-08-30,0
Netherlands,2021-08-30,0
New Zealand,2021-08-30,0
United Kingdom,2021-08-30,0
Australia,2021-08-31,0
China,2021-08-31,0
Denmark,2021-08-31,0
France,2021-08-31,0
Netherlands,2021-08-31,0
New Zealand,2021-08-31,0
United Kingdom,2021-08-31,0
Australia,2021-09-01,0
China,2021-09-01,0
Denmark,2021-09-01,0
France,2021-09-01,0
Netherlands,2021-09-01,0
New Zealand,2021-09-01,0
United Kingdom,2021-09-01,0
Australia,2021-09-02,0
China,2021-09-02,0
Denmark,2021-09-02,0
France,2021-09-02,0
Netherlands,2021-09-02,0
New Zealand,2021-09-02,0
United Kingdom,2021-09-02,0
Australia,2021-09-03,0
China,2021-09-03,0
Denmark,2021-09-03,0
France,2021-09-03,0
Netherlands,2021-09-03,0
New Zealand,2021-09-03,0
United Kingdom,2021-09-03,0
Australia,2021-09-04,0
China,2021-09-04,0
Denmark,2021-09-04,0
France,2021-09-04,0
Netherlands,2021-09-04,0
New Zealand,2021-09-04,0
United Kingdom,2021-09-04,0
Australia,2021-09-05,0
China,2021-09-05,0
Denmark,2021-09-05,0
France,2021-09-05,0
Netherlands,2021-09-05,0
New Zealand,2021-09-05,0
United Kingdom,2021-09-05,0
Australia,2021-09-06,0
China,2021-09-06,0
Denmark,2021-09-06,0
France,2021-09-06,0
Netherlands,2021-09-06,0
New Zealand,2021-09-06,0
United Kingdom,2021-09-06,0
Australia,2021-09-07,0
China,2021-09-07,0
Denmark,2021-09-07,0
France,2021-09-07,0
Netherlands,2021-09-07,0
New Zealand,2021-09-07,0
United Kingdom,2021-09-07,0
Australia,2021-09-08,0
China,2021-09-08,0
Denmark,2021-09-08,0
France,2021-09-08,0
Netherlands,2021-09-08,0
New Zealand,2021-09-08,0
United Kingdom,2021-09-08,0
Australia,2021-09-09,0
China,2021-09-09,0
Denmark,2021-09-09,0
France,2021-09-09,0
Netherlands,2021-09-09,0
New Zealand,2021-09-09,0
United Kingdom,2021-09-09,0
Australia,2021-09-10,0
China,2021-09-10,0
Denmark,2021-09-10,0
France,2021-09-10,0
Netherlands,2021-09-10,0
New Zealand,2021-09-10,0
United Kingdom,2021-09-10,0
Australia,2021-09-11,0
China,2021-09-11,0
Denmark,2021-09-11,0
France,2021-09-11,0
Netherlands,2021-09-11,0
New Zealand,2021-09-11,0
United Kingdom,2021-09-11,0
Australia,2021-09-12,0
China,2021-09-12,0
Denmark,2021-09-12,0
France,2021-09-12,0
Netherlands,2021-09-12,0
New Zealand,2021-09-12,0
United Kingdom,2021-09-12,0
Australia,2021-09-13,0
China,2021-09-13,0
Denmark,2021-09-13,0
France,2021-09-13,0
Netherlands,2021-09-13,0
New Zealand,2021-09-13,0
United Kingdom,2021-09-13,0
Australia,2021-09-14,0
China,2021-09-14,0
Denmark,2021-09-14,0
France,2021-09-14,0
Netherlands,2021-09-14,0
New Zealand,2021-09-14,0
United Kingdom,2021-09-14,0
Australia,2021-09-15,0
China,2021-09-15,0
Denmark,2021-09-15,0
France,2021-09-15,0
Netherlands,2021-09-15,0
New Zealand,2021-09-15,0
United Kingdom,2021-09-15,0
Australia,2021-09-16,0
China,2021-09-16,0
Denmark,2021-09-16,0
France,2021-09-16,0
Netherlands,2021-09-16,0
New Zealand,2021-09-16,0
United Kingdom,2021-09-16,0
Australia,2021-09-17,0
China,2021-09-17,0
Denmark,2021-09-17,0
France,2021-09-17,0
Netherlands,2021-09-17,0
New Zealand,2021-09-17,0
United Kingdom,2021-09-17,0
Australia,2021-09-18,0
China,2021-09-18,0
Denmark,2021-09-18,0
France,2021-09-18,0
Netherlands,2021-09-18,0
New Zealand,2021-09-18,0
United Kingdom,2021-09-18,0
Australia,2021-09-19,0
China,2021-09-19,0
Denmark,2021-09-19,0
France,2021-09-19,0
Netherlands,2021-09-19,0
New Zealand,2021-09-19,0
United Kingdom,2021-09-19,0
Australia,2021-09-20,0
China,2021-09-20,0
Denmark,2021-09-20,0
France,2021-09-20,0
Netherlands,2021-09-20,0
New Zealand,2021-09-20,0
United Kingdom,2021-09-20,0
Australia,2021-09-21,0
China,2021-09-21,0
Denmark,2021-09-21,0
France,2021-09-21,0
Netherlands,2021-09-21,0
New Zealand,2021-09-21,0
United Kingdom,2021-09-21,0
Australia,2021-09-22,0
China,2021-09-22,0
Denmark,2021-09-22,0
France,2021-09-22,0
Netherlands,2021-09-22,0
New Zealand,2021-09-22,0
United Kingdom,2021-09-22,0
Australia,2021-09-23,0
China,2021-09-23,0
Denmark,2021-09-23,0
France,2021-09-23,0
Netherlands,2021-09-23,0
New Zealand,2021-09-23,0
United Kingdom,2021-09-23,0
Australia,2021-09-24,0
China,2021-09-24,0
Denmark,2021-09-24,0
France,2021-09-24,0
Netherlands,2021-09-24,0
New Zealand,2021-09-24,0
United Kingdom,2021-09-24,0
Australia,2021-09-25,0
China,2021-09-25,0
Denmark,2021-09-25,0
France,2021-09-25,0
Netherlands,2021-09-25,0
New Zealand,2021-09-25,0
United Kingdom,2021-09-25,0
Australia,2021-09-26,0
China,2021-09-26,0
Denmark,2021-09-26,0
France,2021-09-26,0
Netherlands,2021-09-26,0
New Zealand,2021-09-26,0
United Kingdom,2021-09-26,0
Australia,2021-09-27,0
China,2021-09-27,0
Denmark,2021-09-27,0
France,2021-09-27,0
Netherlands,2021-09-27,0
New Zealand,2021-09-27,0
United Kingdom,2021-09-27,0
Australia,2021-09-28,0
China,2021-09-28,0
Denmark,2021-09-28,0
France,2021-09-28,0
Netherlands,2021-09-28,0
New Zealand,2021-09-28,0
United Kingdom,2021-09-28,0
Australia,2021-09-29,0
China,2021-09-29,0
Denmark,2021-09-29,0
France,2021-09-29,0
Netherlands,2021-09-29,0
New Zealand,2021-09-29,0
United Kingdom,2021-09-29,0
Australia,2021-09-30,0
China,2021-09-30,0
Denmark,2021-09-30,0
France,2021-09-30,0
Netherlands,2021-09-30,0
New Zealand,2021-09-30,0
United Kingdom,2021-09-30,0
Australia,2021-10-01,0
China,2021-10-01,0
Denmark,2021-10-01,0
France,2021-10-01,0
Netherlands,2021-10-01,0
New Zealand,2021-10-01,0
United Kingdom,2021-10-01,0
Australia,2021-10-02,0
China,2021-10-02,0
Denmark,2021-10-02,0
France,2021-10-02,0
Netherlands,2021-10-02,0
New Zealand,2021-10-02,0
United Kingdom,2021-10-02,0
Australia,2021-10-03,0
China,2021-10-03,0
Denmark,2021-10-03,0
France,2021-10-03,0
Netherlands,2021-10-03,0
New Zealand,2021-10-03,0
United Kingdom,2021-10-03,0
Australia,2021-10-04,0
China,2021-10-04,0
Denmark,2021-10-04,0
France,2021-10-04,0
Netherlands,2021-10-04,0
New Zealand,2021-10-04,0
United Kingdom,2021-10-04,0
Australia,2021-10-05,0
China,2021-10-05,0
Denmark,2021-10-05,0
France,2021-10-05,0
Netherlands,2021-10-05,0
New Zealand,2021-10-05,0
United Kingdom,2021-10-05,0
Australia,2021-10-06,0
China,2021-10-06,0
Denmark,2021-10-06,0
France,2021-10-06,0
Netherlands,2021-10-06,0
New Zealand,2021-10-06,0
United Kingdom,2021-10-06,0
Australia,2021-10-07,0
China,2021-10-07,0
Denmark,2021-10-07,0
France,2021-10-07,0
Netherlands,2021-10-07,0
New Zealand,2021-10-07,0
United Kingdom,2021-10-07,0
Australia,2021-10-08,0
China,2021-10-08,0
Denmark,2021-10-08,0
France,2021-10-08,0
Netherlands,2021-10-08,0
New Zealand,2021-10-08,0
United Kingdom,2021-10-08,0
Australia,2021-10-09,0
China,2021-10-09,0
Denmark,2021-10-09,0
France,2021-10-09,0
Netherlands,2021-10-09,0
New Zealand,2021-10-09,0
United Kingdom,2021-10-09,0
Australia,2021-10-10,0
China,2021-10-10,0
Denmark,2021-10-10,0
France,2021-10-10,0
Netherlands,2021-10-10,0
New Zealand,2021-10-10,0
United Kingdom,2021-10-10,0
Australia,2021-10-11,0
China,2021-10-11,0
Denmark,2021-10-11,0
France,2021-10-11,0
Netherlands,2021-10-11,0
New Zealand,2021-10-11,0
United Kingdom,2021-10-11,0
Australia,2021-10-12,0
China,2021-10-12,0
Denmark,2021-10-12,0
France,2021-10-12,0
Netherlands,2021-10-12,0
New Zealand,2021-10-12,0
United Kingdom,2021-10-12,0
Australia,2021-10-13,0
China,2021-10-13,0
Denmark,2021-10-13,0
France,2021-10-13,0
Netherlands,2021-10-13,0
New Zealand,2021-10-13,0
United Kingdom,2021-10-13,0
Australia,2021-10-14,0
China,2021-10-14,0
Denmark,2021-10-14,0
France,2021-10-14,0
Netherlands,2021-10-14,0
New Zealand,2021-10-14,0
United Kingdom,2021-10-14,0
Australia,2021-10-15,0
China,2021-10-15,0
Denmark,2021-10-15,0
France,2021-10-15,0
Netherlands,2021-10-15,0
New Zealand,2021-10-15,0
United Kingdom,2021-10-15,0
Australia,2021-10-16,0
China,2021-10-16,0
Denmark,2021-10-16,0
France,2021-10-16,0
Netherlands,2021-10-16,0
New Zealand,2021-10-16,0
United Kingdom,2021-10-16,0
Australia,2021-10-17,0
China,2021-10-17,0
Denmark,2021-10-17,0
France,2021-10-17,0
Netherlands,2021-10-17,0
New Zealand,2021-10-17,0
United Kingdom,2021-10-17,0
Australia,2021-10-18,0
China,2021-10-18,0
Denmark,2021-10-18,0
France,2021-10-18,0
Netherlands,2021-10-18,0
New Zealand,2021-10-18,0
United Kingdom,2021-10-18,0
Australia,2021-10-19,0
China,2021-10-19,0
Denmark,2021-10-19,0
France,2021-10-19,0
Netherlands,2021-10-19,0
New Zealand,2021-10-19,0
United Kingdom,2021-10-19,0
Australia,2021-10-20,0
China,2021-10-20,0
Denmark,2021-10-20,0
France,2021-10-20,0
Netherlands,2021-10-20,0
New Zealand,2021-10-20,0
United Kingdom,2021-10-20,0
Australia,2021-10-21,0
China,2021-10-21,0
Denmark,2021-10-21,0
France,2021-10-21,0
Netherlands,2021-10-21,0
New Zealand,2021-10-21,0
United Kingdom,2021-10-21,0
Australia,2021-10-22,0
China,2021-10-22,0
Denmark,2021-10-22,0
France,2021-10-22,0
Netherlands,2021-10-22,0
New Zealand,2021-10-22,0
United Kingdom,2021-10-22,0
Australia,2021-10-23,0
China,2021-10-23,0
Denmark,2021-10-23,0
France,2021-10-23,0
Netherlands,2021-10-23,0
New Zealand,2021-10-23,0
United Kingdom,2021-10-23,0
Australia,2021-10-24,0
China,2021-10-24,0
Denmark,2021-10-24,0
France,2021-10-24,0
Netherlands,2021-10-24,0
New Zealand,2021-10-24,0
United Kingdom,2021-10-24,0
Australia,2021-10-25,0
China,2021-10-25,0
Denmark,2021-10-25,0
France,2021-10-25,0
Netherlands,2021-10-25,0
New Zealand,2021-10-25,0
United Kingdom,2021-10-25,0
Australia,2021-10-26,0
China,2021-10-26,0
Denmark,2021-10-26,0
France,2021-10-26,0
Netherlands,2021-10-26,0
New Zealand,2021-10-26,0
United Kingdom,2021-10-26,0
Australia,2021-10-27,0
China,2021-10-27,0
Denmark,2021-10-27,0
France,2021-10-27,0
Netherlands,2021-10-27,0
New Zealand,2021-10-27,0
United Kingdom,2021-10-27,0
Australia,2021-10-28,0
China,2021-10-28,0
Denmark,2021-10-28,0
France,2021-10-28,0
Netherlands,2021-10-28,0
New Zealand,2021-10-28,0
United Kingdom,2021-10-28,0
Australia,2021-10-29,0
China,2021-10-29,0
Denmark,2021-10-29,0
France,2021-10-29,0
Netherlands,2021-10-29,0
New Zealand,2021-10-29,0
United Kingdom,2021-10-29,0
Australia,2021-10-30,0
China,2021-10-30,0
Denmark,2021-10-30,0
France,2021-10-30,0
Netherlands,2021-10-30,0
New Zealand,2021-10-30,0
United Kingdom,2021-10-30,0
Australia,2021-10-31,0
China,2021-10-31,0
Denmark,2021-10-31,0
France,2021-10-31,0
Netherlands,2021-10-31,0
New Zealand,2021-10-31,0
United Kingdom,2021-10-31,0
Australia,2021-11-01,0
China,2021-11-01,0
Denmark,2021-11-01,0
France,2021-11-01,0
Netherlands,2021-11-01,0
New Zealand,2021-11-01,0
United Kingdom,2021-11-01,0
Australia,2021-11-02,0
China,2021-11-02,0
Denmark,2021-11-02,0
France,2021-11-02,0
Netherlands,2021-11-02,0
New Zealand,2021-11-02,0
United Kingdom,2021-11-02,0
Australia,2021-11-03,0
China,2021-11-03,0
Denmark,2021-11-03,0
France,2021-11-03,0
Netherlands,2021-11-03,0
New Zealand,2021-11-03,0
United Kingdom,2021-11-03,0
Australia,2021-11-04,0
China,2021-11-04,0
Denmark,2021-11-04,0
France,2021-11-04,0
Netherlands,2021-11-04,0
New Zealand,2021-11-04,0
United Kingdom,2021-11-04,0
Australia,2021-11-05,0
China,2021-11-05,0
Denmark,2021-11-05,0
France,2021-11-05,0
Netherlands,2021-11-05,0
New Zealand,2021-11-05,0
United Kingdom,2021-11-05,0
Australia,2021-11-06,0
China,2021-11-06,0
Denmark,2021-11-06,0
France,2021-11-06,0
Netherlands,2021-11-06,0
New Zealand,2021-11-06,0
United Kingdom,2021-11-06,0
Australia,2021-11-07,0
China,2021-11-07,0
Denmark,2021-11-07,0
France,2021-11-07,0
Netherlands,2021-11-07,0
New Zealand,2021-11-07,0
United Kingdom,2021-11-07,0
Australia,2021-11-08,0
China,2021-11-08,0
Denmark,2021-11-08,0
France,2021-11-08,0
Netherlands,2021-11-08,0
New Zealand,2021-11-08,0
United Kingdom,2021-11-08,0
Australia,2021-11-09,0
China,2021-11-09,0
Denmark,2021-11-09,0
France,2021-11-09,0
Netherlands,2021-11-09,0
New Zealand,2021-11-09,0
United Kingdom,2021-11-09,0
Australia,2021-11-10,0
China,2021-11-10,0
Denmark,2021-11-10,0
France,2021-11-10,0
Netherlands,2021-11-10,0
New Zealand,2021-11-10,0
United Kingdom,2021-11-10,0
Australia,2021-11-11,0
China,2021-11-11,0
Denmark,2021-11-11,0
France,2021-11-11,0
Netherlands,2021-11-11,0
New Zealand,2021-11-11,0
United Kingdom,2021-11-11,0
Australia,2021-11-12,0
China,2021-11-12,0
Denmark,2021-11-12,0
France,2021-11-12,0
Netherlands,2021-11-12,0
New Zealand,2021-11-12,0
United Kingdom,2021-11-12,0
Australia,2021-11-13,0
China,2021-11-13,0
Denmark,2021-11-13,0
France,2021-11-13,0
Netherlands,2021-11-13,0
New Zealand,2021-11-13,0
United Kingdom,2021-11-13,0
Australia,2021-11-14,0
China,2021-11-14,0
Denmark,2021-11-14,0
France,2021-11-14,0
Netherlands,2021-11-14,0
New Zealand,2021-11-14,0
United Kingdom,2021-11-14,0
Australia,2021-11-15,0
China,2021-11-15,0
Denmark,2021-11-15,0
France,2021-11-15,0
Netherlands,2021-11-15,0
New Zealand,2021-11-15,0
United Kingdom,2021-11-15,0
Australia,2021-11-16,0
China,2021-11-16,0
Denmark,2021-11-16,0
France,2021-11-16,0
Netherlands,2021-11-16,0
New Zealand,2021-11-16,0
United Kingdom,2021-11-16,0
Australia,2021-11-17,0
China,2021-11-17,0
Denmark,2021-11-17,0
France,2021-11-17,0
Netherlands,2021-11-17,0
New Zealand,2021-11-17,0
United Kingdom,2021-11-17,0
Australia,2021-11-18,0
China,2021-11-18,0
Denmark,2021-11-18,0
France,2021-11-18,0
Netherlands,2021-11-18,0
New Zealand,2021-11-18,0
United Kingdom,2021-11-18,0
Australia,2021-11-19,0
China,2021-11-19,0
Denmark,2021-11-19,0
France,2021-11-19,0
Netherlands,2021-11-19,0
New Zealand,2021-11-19,0
United Kingdom,2021-11-19,0
Australia,2021-11-20,0
China,2021-11-20,0
Denmark,2021-11-20,0
France,2021-11-20,0
Netherlands,2021-11-20,0
New Zealand,2021-11-20,0
United Kingdom,2021-11-20,0
Australia,2021-11-21,0
China,2021-11-21,0
Denmark,2021-11-21,0
France,2021-11-21,0
Netherlands,2021-11-21,0
New Zealand,2021-11-21,0
United Kingdom,2021-11-21,0
Australia,2021-11-22,0
China,2021-11-22,0
Denmark,2021-11-22,0
France,2021-11-22,0
Netherlands,2021-11-22,0
New Zealand,2021-11-22,0
United Kingdom,2021-11-22,0
Australia,2021-11-23,0
China,2021-11-23,0
Denmark,2021-11-23,0
France,2021-11-23,0
Netherlands,2021-11-23,0
New Zealand,2021-11-23,0
United Kingdom,2021-11-23,0
Australia,2021-11-24,0
China,2021-11-24,0
Denmark,2021-11-24,0
France,2021-11-24,0
Netherlands,2021-11-24,0
New Zealand,2021-11-24,0
United Kingdom,2021-11-24,0
Australia,2021-11-25,0
China,2021-11-25,0
Denmark,2021-11-25,0
France,2021-11-25,0
Netherlands,2021-11-25,0
New Zealand,2021-11-25,0
United Kingdom,2021-11-25,0
Australia,2021-11-26,0
China,2021-11-26,0
Denmark,2021-11-26,0
France,2021-11-26,0
Netherlands,2021-11-26,0
New Zealand,2021-11-26,0
United Kingdom,2021-11-26,0
Australia,2021-11-27,0
China,2021-11-27,0
Denmark,2021-11-27,0
France,2021-11-27,0
Netherlands,2021-11-27,0
New Zealand,2021-11-27,0
United Kingdom,2021-11-27,0
Australia,2021-11-28,0
China,2021-11-28,0
Denmark,2021-11-28,0
France,2021-11-28,0
Netherlands,2021-11-28,0
New Zealand,2021-11-28,0
United Kingdom,2021-11-28,0
Australia,2021-11-29,0
China,2021-11-29,0
Denmark,2021-11-29,0
France,2021-11-29,0
Netherlands,2021-11-29,0
New Zealand,2021-11-29,0
United Kingdom,2021-11-29,0
Australia,2021-11-30,0
China,2021-11-30,0
Denmark,2021-11-30,0
France,2021-11-30,0
Netherlands,2021-11-30,0
New Zealand,2021-11-30,0
United Kingdom,2021-11-30,0
Australia,2021-12-01,0
China,2021-12-01,0
Denmark,2021-12-01,0
France,2021-12-01,0
Netherlands,2021-12-01,0
New Zealand,2021-12-01,0
United Kingdom,2021-12-01,0
Australia,2021-12-02,0
China,2021-12-02,0
Denmark,2021-12-02,0
France,2021-12-02,0
Netherlands,2021-12-02,0
New Zealand,2021-12-02,0
United Kingdom,2021-12-02,0
Australia,2021-12-03,0
