Country/Region,Date,Confirmed
Netherlands,2021-07-18,28346
New Zealand,2021-07-18,1
United Kingdom,2021-07-18,21760
Australia,2021-07-19,32120
Canada,2021-07-19,1427715
China,2021-07-19,104355
Denmark,2021-07-19,1014
France,2021-07-19,137820
Netherlands,2021-07-19,28397
New Zealand,2021-07-19,1
United Kingdom,2021-07-19,22230
Australia,2021-07-20,32266
Canada,2021-07-20,1428070
China,2021-07-20,104362
Denmark,2021-07-20,1024
France,2021-07-20,138048
Netherlands,2021-07-20,28510
New Zealand,2021-07-20,1
United Kingdom,2021-07-20,22732
Australia,2021-07-21,32426
Canada,2021-07-21,1428608
China,2021-07-21,104440
Denmark,2021-07-21,1032
France,2021-07-21,139540
Netherlands,2021-07-21,28612
New Zealand,2021-07-21,1
United Kingdom,2021-07-21,23497
Australia,2021-07-22,32582
Canada,2021-07-22,1429002
China,2021-07-22,104489
Denmark,2021-07-22,1042
France,2021-07-22,139731
Netherlands,2021-07-22,28719
New Zealand,2021-07-22,1
United Kingdom,2021-07-22,24192
Australia,2021-07-23,32753
Canada,2021-07-23,1429597
China,2021-07-23,104526
Denmark,2021-07-23,1043
France,2021-07-23,139870
Netherlands,2021-07-23,28849
New Zealand,2021-07-23,1
United Kingdom,2021-07-23,24676
Australia,2021-07-24,32918
Canada,2021-07-24,1429971
China,2021-07-24,104562
Denmark,2021-07-24,1059
France,2021-07-24,139987
Netherlands,2021-07-24,28970
New Zealand,2021-07-24,1
United Kingdom,2021-07-24,25195
Australia,2021-07-25,33082
Canada,2021-07-25,1430265
China,2021-07-25,104642
Denmark,2021-07-25,1062
France,2021-07-25,139987
Netherlands,2021-07-25,29034
New Zealand,2021-07-25,1
United Kingdom,2021-07-25,25624
Australia,2021-07-26,33266
Canada,2021-07-26,1431209
China,2021-07-26,104713
Denmark,2021-07-26,1062
France,2021-07-26,142799
Netherlands,2021-07-26,29121
New Zealand,2021-07-26,1
United Kingdom,2021-07-26,25932
Australia,2021-07-27,33473
Canada,2021-07-27,1431803
China,2021-07-27,104800
Denmark,2021-07-27,1071
France,2021-07-27,143056
Netherlands,2021-07-27,29264
New Zealand,2021-07-27,1
United Kingdom,2021-07-27,26073
Australia,2021-07-28,33726
Canada,2021-07-28,1432646
China,2021-07-28,104850
Denmark,2021-07-28,1088
France,2021-07-28,145942
Netherlands,2021-07-28,29414
New Zealand,2021-07-28,1
United Kingdom,2021-07-28,26404
Australia,2021-07-29,33909
Canada,2021-07-29,1433577
China,2021-07-29,104918
Denmark,2021-07-29,1097
France,2021-07-29,146317
Netherlands,2021-07-29,29542
New Zealand,2021-07-29,1
United Kingdom,2021-07-29,26663
Australia,2021-07-30,34130
Canada,2021-07-30,1434482
China,2021-07-30,104973
Denmark,2021-07-30,1100
France,2021-07-30,146428
Netherlands,2021-07-30,29695
New Zealand,2021-07-30,1
United Kingdom,2021-07-30,26782
Australia,2021-07-31,34383
Canada,2021-07-31,1434954
China,2021-07-31,105050
Denmark,2021-07-31,1102
France,2021-07-31,146819
Netherlands,2021-07-31,29832
New Zealand,2021-07-31,1
United Kingdom,2021-07-31,26883
Australia,2021-08-01,34612
Canada,2021-08-01,1435334
China,2021-08-01,105149
Denmark,2021-08-01,1107
France,2021-08-01,146933
Netherlands,2021-08-01,29914
New Zealand,2021-08-01,1
United Kingdom,2021-08-01,26974
Australia,2021-08-02,34836
Canada,2021-08-02,1435670
China,2021-08-02,105242
Denmark,2021-08-02,1107
France,2021-08-02,155525
Netherlands,2021-08-02,29979
New Zealand,2021-08-02,1
United Kingdom,2021-08-02,27649
Australia,2021-08-03,35089
Canada,2021-08-03,1437700
China,2021-08-03,105346
Denmark,2021-08-03,1117
France,2021-08-03,159158
Netherlands,2021-08-03,30168
New Zealand,2021-08-03,1
United Kingdom,2021-08-03,27866
Australia,2021-08-04,35391
Canada,2021-08-04,1438793
China,2021-08-04,105433
Denmark,2021-08-04,1122
France,2021-08-04,160963
Netherlands,2021-08-04,30393
New Zealand,2021-08-04,1
United Kingdom,2021-08-04,28074
Australia,2021-08-05,35698
Canada,2021-08-05,1440383
China,2021-08-05,105563
Denmark,2021-08-05,1138
France,2021-08-05,161467
Netherlands,2021-08-05,30511
New Zealand,2021-08-05,1
United Kingdom,2021-08-05,28279
Australia,2021-08-06,36051
Canada,2021-08-06,1442008
China,2021-08-06,105672
Denmark,2021-08-06,1147
France,2021-08-06,163179
Netherlands,2021-08-06,30889
New Zealand,2021-08-06,1
United Kingdom,2021-08-06,28470
Australia,2021-08-07,36328
Canada,2021-08-07,1442727
China,2021-08-07,105775
Denmark,2021-08-07,1155
France,2021-08-07,163281
Netherlands,2021-08-07,31096
New Zealand,2021-08-07,1
United Kingdom,2021-08-07,28620
Australia,2021-08-08,36630
Canada,2021-08-08,1443456
China,2021-08-08,105902
Denmark,2021-08-08,1162
France,2021-08-08,163291
Netherlands,2021-08-08,31251
New Zealand,2021-08-08,1
United Kingdom,2021-08-08,28778
Australia,2021-08-09,37010
Canada,2021-08-09,1446313
China,2021-08-09,106047
Denmark,2021-08-09,1169
France,2021-08-09,167210
Netherlands,2021-08-09,31341
New Zealand,2021-08-09,1
United Kingdom,2021-08-09,28912
Australia,2021-08-10,37377
Canada,2021-08-10,1447730
China,2021-08-10,106162
Denmark,2021-08-10,1174
France,2021-08-10,174891
Netherlands,2021-08-10,31576
New Zealand,2021-08-10,1
United Kingdom,2021-08-10,29059
Australia,2021-08-11,37749
Canada,2021-08-11,1449809
China,2021-08-11,106244
Denmark,2021-08-11,1188
France,2021-08-11,180173
Netherlands,2021-08-11,31906
New Zealand,2021-08-11,1
United Kingdom,2021-08-11,29195
Australia,2021-08-12,38165
Canada,2021-08-12,1451971
China,2021-08-12,106348
Denmark,2021-08-12,1208
France,2021-08-12,181453
Netherlands,2021-08-12,32151
New Zealand,2021-08-12,1
United Kingdom,2021-08-12,29361
Australia,2021-08-13,38658
Canada,2021-08-13,1454409
China,2021-08-13,106419
Denmark,2021-08-13,1226
France,2021-08-13,182962
Netherlands,2021-08-13,32436
New Zealand,2021-08-13,1
United Kingdom,2021-08-13,29516
Australia,2021-08-14,39097
Canada,2021-08-14,1455481
China,2021-08-14,106474
Denmark,2021-08-14,1236
France,2021-08-14,182962
Netherlands,2021-08-14,32714
New Zealand,2021-08-14,1
United Kingdom,2021-08-14,29652
Australia,2021-08-15,39615
Canada,2021-08-15,1456410
China,2021-08-15,106526
Denmark,2021-08-15,1236
France,2021-08-15,183059
Netherlands,2021-08-15,32859
New Zealand,2021-08-15,1
United Kingdom,2021-08-15,29742
Australia,2021-08-16,40097
Canada,2021-08-16,1460327
China,2021-08-16,106571
Denmark,2021-08-16,1241
France,2021-08-16,190863
Netherlands,2021-08-16,32949
New Zealand,2021-08-16,1
United Kingdom,2021-08-16,29869
Australia,2021-08-17,40774
Canada,2021-08-17,1462301
China,2021-08-17,106602
Denmark,2021-08-17,1250
France,2021-08-17,203263
Netherlands,2021-08-17,33180
New Zealand,2021-08-17,1
United Kingdom,2021-08-17,29981
Australia,2021-08-18,41521
Canada,2021-08-18,1464897
China,2021-08-18,106651
Denmark,2021-08-18,1266
France,2021-08-18,205659
Netherlands,2021-08-18,33334
New Zealand,2021-08-18,1
United Kingdom,2021-08-18,30147
Australia,2021-08-19,42228
Canada,2021-08-19,1467799
China,2021-08-19,106689
Denmark,2021-08-19,1280
France,2021-08-19,207098
Netherlands,2021-08-19,33652
New Zealand,2021-08-19,1
United Kingdom,2021-08-19,30315
Australia,2021-08-20,43119
Canada,2021-08-20,1470829
China,2021-08-20,106711
Denmark,2021-08-20,1291
France,2021-08-20,209543
Netherlands,2021-08-20,33921
New Zealand,2021-08-20,1
United Kingdom,2021-08-20,30442
Australia,2021-08-21,44026
Canada,2021-08-21,1472293
China,2021-08-21,106746
Denmark,2021-08-21,1293
France,2021-08-21,209620
Netherlands,2021-08-21,33999
New Zealand,2021-08-21,1
United Kingdom,2021-08-21,30595
Australia,2021-08-22,44920
Canada,2021-08-22,1473484
China,2021-08-22,106772
Denmark,2021-08-22,1293
France,2021-08-22,209620
Netherlands,2021-08-22,34108
New Zealand,2021-08-22,1
United Kingdom,2021-08-22,30688
Australia,2021-08-23,45754
Canada,2021-08-23,1478292
China,2021-08-23,106812
Denmark,2021-08-23,1302
France,2021-08-23,215708
Netherlands,2021-08-23,34204
New Zealand,2021-08-23,1
United Kingdom,2021-08-23,30791
Australia,2021-08-24,46725
Canada,2021-08-24,1480783
China,2021-08-24,106839
Denmark,2021-08-24,1307
France,2021-08-24,217177
Netherlands,2021-08-24,34449
New Zealand,2021-08-24,1
United Kingdom,2021-08-24,30948
Australia,2021-08-25,47840
Canada,2021-08-25,1484254
China,2021-08-25,106870
Denmark,2021-08-25,1312
France,2021-08-25,220026
Netherlands,2021-08-25,34617
New Zealand,2021-08-25,1
United Kingdom,2021-08-25,31016
Australia,2021-08-26,48816
Canada,2021-08-26,1487808
China,2021-08-26,106905
Denmark,2021-08-26,1317
France,2021-08-26,220305
Netherlands,2021-08-26,34815
New Zealand,2021-08-26,1
United Kingdom,2021-08-26,31171
Australia,2021-08-27,49935
Canada,2021-08-27,1491576
China,2021-08-27,106943
Denmark,2021-08-27,1328
France,2021-08-27,220762
Netherlands,2021-08-27,34909
New Zealand,2021-08-27,1
United Kingdom,2021-08-27,31321
Australia,2021-08-28,51256
Canada,2021-08-28,1493252
China,2021-08-28,106982
Denmark,2021-08-28,1328
France,2021-08-28,222242
Netherlands,2021-08-28,35047
New Zealand,2021-08-28,1
United Kingdom,2021-08-28,31423
Australia,2021-08-29,52611
Canada,2021-08-29,1494686
China,2021-08-29,107012
Denmark,2021-08-29,1333
France,2021-08-29,222242
Netherlands,2021-08-29,35141
New Zealand,2021-08-29,1
United Kingdom,2021-08-29,31504
Australia,2021-08-30,53868
Canada,2021-08-30,1501076
China,2021-08-30,107052
Denmark,2021-08-30,1333
France,2021-08-30,229930
Netherlands,2021-08-30,35241
New Zealand,2021-08-30,1
United Kingdom,2021-08-30,31599
Australia,2021-08-31,55093
Canada,2021-08-31,1504268
China,2021-08-31,107073
Denmark,2021-08-31,1335
France,2021-08-31,229954
Netherlands,2021-08-31,35385
New Zealand,2021-08-31,1
United Kingdom,2021-08-31,31737
Australia,2021-09-01,56560
Canada,2021-09-01,1508268
China,2021-09-01,107102
Denmark,2021-09-01,1344
France,2021-09-01,232338
Netherlands,2021-09-01,35539
New Zealand,2021-09-01,1
United Kingdom,2021-09-01,31816
Australia,2021-09-02,58208
Canada,2021-09-02,1512328
China,2021-09-02,107130
Denmark,2021-09-02,1349
France,2021-09-02,232339
Netherlands,2021-09-02,35673
New Zealand,2021-09-02,1
United Kingdom,2021-09-02,31969
Australia,2021-09-03,59949
Canada,2021-09-03,1516554
China,2021-09-03,107157
Denmark,2021-09-03,1349
France,2021-09-03,234655
Netherlands,2021-09-03,35782
New Zealand,2021-09-03,1
United Kingdom,2021-09-03,32254
Australia,2021-09-04,61619
Canada,2021-09-04,1518267
China,2021-09-04,107186
Denmark,2021-09-04,1355
France,2021-09-04,234655
Netherlands,2021-09-04,35907
New Zealand,2021-09-04,1
United Kingdom,2021-09-04,32385
Australia,2021-09-05,63155
Canada,2021-09-05,1520068
China,2021-09-05,107212
Denmark,2021-09-05,1368
France,2021-09-05,234655
Netherlands,2021-09-05,35943
New Zealand,2021-09-05,1
United Kingdom,2021-09-05,32457
Australia,2021-09-06,64621
Canada,2021-09-06,1521572
China,2021-09-06,107250
Denmark,2021-09-06,1373
France,2021-09-06,235416
Netherlands,2021-09-06,36043
New Zealand,2021-09-06,1
United Kingdom,2021-09-06,32534
Australia,2021-09-07,66317
Canada,2021-09-07,1530644
China,2021-09-07,107275
Denmark,2021-09-07,1382
France,2021-09-07,236155
Netherlands,2021-09-07,36170
New Zealand,2021-09-07,1
United Kingdom,2021-09-07,32896
Australia,2021-09-08,68042
Canada,2021-09-08,1534581
China,2021-09-08,107305
Denmark,2021-09-08,1399
France,2021-09-08,242086
Netherlands,2021-09-08,36311
New Zealand,2021-09-08,1
United Kingdom,2021-09-08,33009
Australia,2021-09-09,69912
Canada,2021-09-09,1538811
China,2021-09-09,107324
Denmark,2021-09-09,1404
France,2021-09-09,242616
Netherlands,2021-09-09,36429
New Zealand,2021-09-09,1
United Kingdom,2021-09-09,33089
Australia,2021-09-10,71987
Canada,2021-09-10,1543457
China,2021-09-10,107354
Denmark,2021-09-10,1414
France,2021-09-10,242735
Netherlands,2021-09-10,36519
New Zealand,2021-09-10,1
United Kingdom,2021-09-10,33364
Australia,2021-09-11,73603
Canada,2021-09-11,1544585
China,2021-09-11,107404
Denmark,2021-09-11,1425
France,2021-09-11,242883
Netherlands,2021-09-11,36650
New Zealand,2021-09-11,1
United Kingdom,2021-09-11,33451
Australia,2021-09-12,75323
Canada,2021-09-12,1547378
China,2021-09-12,107456
Denmark,2021-09-12,1430
France,2021-09-12,243183
Netherlands,2021-09-12,36700
New Zealand,2021-09-12,1
United Kingdom,2021-09-12,33516
Australia,2021-09-13,76901
Canada,2021-09-13,1556068
China,2021-09-13,107549
Denmark,2021-09-13,1432
France,2021-09-13,244210
Netherlands,2021-09-13,36764
New Zealand,2021-09-13,1
United Kingdom,2021-09-13,33584
Australia,2021-09-14,78544
Canada,2021-09-14,1560372
China,2021-09-14,107624
Denmark,2021-09-14,1450
France,2021-09-14,248339
Netherlands,2021-09-14,36909
New Zealand,2021-09-14,1
United Kingdom,2021-09-14,34085
Australia,2021-09-15,80400
Canada,2021-09-15,1564829
China,2021-09-15,107705
Denmark,2021-09-15,1479
France,2021-09-15,248722
Netherlands,2021-09-15,36992
New Zealand,2021-09-15,1
United Kingdom,2021-09-15,34146
Australia,2021-09-16,82200
Canada,2021-09-16,1569466
China,2021-09-16,107789
Denmark,2021-09-16,1491
France,2021-09-16,250292
Netherlands,2021-09-16,37111
New Zealand,2021-09-16,1
United Kingdom,2021-09-16,34413
Australia,2021-09-17,84056
Canada,2021-09-17,1574516
China,2021-09-17,107838
Denmark,2021-09-17,1507
France,2021-09-17,251113
Netherlands,2021-09-17,37209
New Zealand,2021-09-17,1
United Kingdom,2021-09-17,34673
Australia,2021-09-18,85628
Canada,2021-09-18,1576514
China,2021-09-18,107909
Denmark,2021-09-18,1523
France,2021-09-18,251671
Netherlands,2021-09-18,37291
New Zealand,2021-09-18,1
United Kingdom,2021-09-18,34754
Australia,2021-09-19,87128
Canada,2021-09-19,1578331
China,2021-09-19,107961
Denmark,2021-09-19,1531
France,2021-09-19,251801
Netherlands,2021-09-19,37368
New Zealand,2021-09-19,1
United Kingdom,2021-09-19,35064
Australia,2021-09-20,88710
Canada,2021-09-20,1586897
China,2021-09-20,108038
Denmark,2021-09-20,1539
France,2021-09-20,253348
Netherlands,2021-09-20,37451
New Zealand,2021-09-20,1
United Kingdom,2021-09-20,35266
Australia,2021-09-21,90369
Canada,2021-09-21,1590768
China,2021-09-21,108080
Denmark,2021-09-21,1581
France,2021-09-21,255476
Netherlands,2021-09-21,37581
New Zealand,2021-09-21,1
United Kingdom,2021-09-21,35345
Australia,2021-09-22,92178
Canada,2021-09-22,1594905
China,2021-09-22,108124
Denmark,2021-09-22,1606
France,2021-09-22,256193
Netherlands,2021-09-22,37670
New Zealand,2021-09-22,1
United Kingdom,2021-09-22,35621
Australia,2021-09-23,93942
Canada,2021-09-23,1599477
China,2021-09-23,108180
Denmark,2021-09-23,1627
France,2021-09-23,257665
Netherlands,2021-09-23,37781
New Zealand,2021-09-23,1
United Kingdom,2021-09-23,35698
Australia,2021-09-24,95807
Canada,2021-09-24,1604004
China,2021-09-24,108227
Denmark,2021-09-24,1651
France,2021-09-24,258461
Netherlands,2021-09-24,37873
New Zealand,2021-09-24,1
United Kingdom,2021-09-24,35789
Australia,2021-09-25,97559
Canada,2021-09-25,1605257
China,2021-09-25,108266
Denmark,2021-09-25,1668
France,2021-09-25,258615
Netherlands,2021-09-25,37967
New Zealand,2021-09-25,1
United Kingdom,2021-09-25,36056
Australia,2021-09-26,99031
Canada,2021-09-26,1606369
China,2021-09-26,108309
Denmark,2021-09-26,1687
France,2021-09-26,258841
Netherlands,2021-09-26,38021
New Zealand,2021-09-26,1
United Kingdom,2021-09-26,36154
Australia,2021-09-27,100911
Canada,2021-09-27,1617220
China,2021-09-27,108344
Denmark,2021-09-27,1692
France,2021-09-27,259702
Netherlands,2021-09-27,38095
New Zealand,2021-09-27,1
United Kingdom,2021-09-27,36248
Australia,2021-09-28,102723
Canada,2021-09-28,1620847
China,2021-09-28,108386
Denmark,2021-09-28,1711
France,2021-09-28,260309
Netherlands,2021-09-28,38207
New Zealand,2021-09-28,1
United Kingdom,2021-09-28,36524
Australia,2021-09-29,105123
Canada,2021-09-29,1625265
China,2021-09-29,108413
Denmark,2021-09-29,1734
France,2021-09-29,261584
Netherlands,2021-09-29,38283
New Zealand,2021-09-29,1
United Kingdom,2021-09-29,36731
Australia,2021-09-30,107181
Canada,2021-09-30,1629013
China,2021-09-30,108450
Denmark,2021-09-30,1754
France,2021-09-30,262192
Netherlands,2021-09-30,38379
New Zealand,2021-09-30,1
United Kingdom,2021-09-30,36819
Australia,2021-10-01,109516
Canada,2021-10-01,1634205
China,2021-10-01,108495
Denmark,2021-10-01,1762
France,2021-10-01,262461
Netherlands,2021-10-01,38477
New Zealand,2021-10-01,1
United Kingdom,2021-10-01,36930
Australia,2021-10-02,111388
Canada,2021-10-02,1636077
China,2021-10-02,108528
Denmark,2021-10-02,1794
France,2021-10-02,262774
Netherlands,2021-10-02,38558
New Zealand,2021-10-02,1
United Kingdom,2021-10-02,37087
Australia,2021-10-03,113411
Canada,2021-10-03,1637541
China,2021-10-03,108555
Denmark,2021-10-03,1808
France,2021-10-03,262829
Netherlands,2021-10-03,38607
New Zealand,2021-10-03,1
United Kingdom,2021-10-03,37155
Australia,2021-10-04,115800
Canada,2021-10-04,1645454
China,2021-10-04,108588
Denmark,2021-10-04,1808
France,2021-10-04,263586
Netherlands,2021-10-04,38660
New Zealand,2021-10-04,1
United Kingdom,2021-10-04,37366
Australia,2021-10-05,117826
Canada,2021-10-05,1648372
China,2021-10-05,108622
Denmark,2021-10-05,1832
France,2021-10-05,265149
Netherlands,2021-10-05,38720
New Zealand,2021-10-05,1
United Kingdom,2021-10-05,37501
Australia,2021-10-06,120042
Canada,2021-10-06,1652217
China,2021-10-06,108653
Denmark,2021-10-06,1837
France,2021-10-06,271263
Netherlands,2021-10-06,38801
New Zealand,2021-10-06,1
United Kingdom,2021-10-06,37748
Australia,2021-10-07,122566
Canada,2021-10-07,1656365
China,2021-10-07,108683
Denmark,2021-10-07,1847
France,2021-10-07,271580
Netherlands,2021-10-07,38881
New Zealand,2021-10-07,1
United Kingdom,2021-10-07,37906
Australia,2021-10-08,125081
Canada,2021-10-08,1660479
China,2021-10-08,108704
Denmark,2021-10-08,1888
France,2021-10-08,272219
Netherlands,2021-10-08,38959
New Zealand,2021-10-08,1
United Kingdom,2021-10-08,38111
Australia,2021-10-09,127471
Canada,2021-10-09,1662234
China,2021-10-09,108705
Denmark,2021-10-09,1903
France,2021-10-09,272308
Netherlands,2021-10-09,39015
New Zealand,2021-10-09,1
United Kingdom,2021-10-09,38229
Australia,2021-10-10,129567
Canada,2021-10-10,1663803
China,2021-10-10,108761
Denmark,2021-10-10,1903
France,2021-10-10,272374
Netherlands,2021-10-10,39051
New Zealand,2021-10-10,1
United Kingdom,2021-10-10,38328
Australia,2021-10-11,131415
Canada,2021-10-11,1665181
China,2021-10-11,108780
Denmark,2021-10-11,1924
France,2021-10-11,272394
Netherlands,2021-10-11,39109
New Zealand,2021-10-11,1
United Kingdom,2021-10-11,38514
Australia,2021-10-12,133444
Canada,2021-10-12,1672219
China,2021-10-12,108806
Denmark,2021-10-12,1941
France,2021-10-12,272698
Netherlands,2021-10-12,39194
New Zealand,2021-10-12,1
United Kingdom,2021-10-12,38694
Australia,2021-10-13,136188
Canada,2021-10-13,1674934
China,2021-10-13,108835
Denmark,2021-10-13,1957
France,2021-10-13,274305
Netherlands,2021-10-13,39250
New Zealand,2021-10-13,1
United Kingdom,2021-10-13,38918
Australia,2021-10-14,138720
Canada,2021-10-14,1678289
China,2021-10-14,108841
Denmark,2021-10-14,1968
France,2021-10-14,274741
Netherlands,2021-10-14,39321
New Zealand,2021-10-14,1
United Kingdom,2021-10-14,39107
Australia,2021-10-15,141031
Canada,2021-10-15,1681731
China,2021-10-15,108864
Denmark,2021-10-15,1986
France,2021-10-15,275145
Netherlands,2021-10-15,39352
New Zealand,2021-10-15,1
United Kingdom,2021-10-15,39295
Australia,2021-10-16,143204
Canada,2021-10-16,1683329
China,2021-10-16,108891
Denmark,2021-10-16,1986
France,2021-10-16,275217
Netherlands,2021-10-16,39405
New Zealand,2021-10-16,1
United Kingdom,2021-10-16,39429
Australia,2021-10-17,145263
Canada,2021-10-17,1684621
China,2021-10-17,108921
Denmark,2021-10-17,2004
France,2021-10-17,275261
Netherlands,2021-10-17,39433
New Zealand,2021-10-17,1
United Kingdom,2021-10-17,39590
Australia,2021-10-18,147301
Canada,2021-10-18,1689996
China,2021-10-18,108947
Denmark,2021-10-18,2004
France,2021-10-18,275354
Netherlands,2021-10-18,39457
New Zealand,2021-10-18,1
United Kingdom,2021-10-18,39747
Australia,2021-10-19,149398
Canada,2021-10-19,1692299
China,2021-10-19,108979
Denmark,2021-10-19,2038
France,2021-10-19,276297
Netherlands,2021-10-19,39510
New Zealand,2021-10-19,1
United Kingdom,2021-10-19,40017
Australia,2021-10-20,151942
Canada,2021-10-20,1695087
China,2021-10-20,109004
Denmark,2021-10-20,2050
France,2021-10-20,276592
Netherlands,2021-10-20,39569
New Zealand,2021-10-20,1
United Kingdom,2021-10-20,40282
Australia,2021-10-21,154489
Canada,2021-10-21,1697957
China,2021-10-21,109058
Denmark,2021-10-21,2126
France,2021-10-21,276865
Netherlands,2021-10-21,39604
New Zealand,2021-10-21,1
United Kingdom,2021-10-21,40508
Australia,2021-10-22,156372
Canada,2021-10-22,1700532
China,2021-10-22,109105
Denmark,2021-10-22,2179
France,2021-10-22,277712
Netherlands,2021-10-22,39639
New Zealand,2021-10-22,1
United Kingdom,2021-10-22,40784
Australia,2021-10-23,158546
Canada,2021-10-23,1702310
China,2021-10-23,109155
Denmark,2021-10-23,2268
France,2021-10-23,277778
Netherlands,2021-10-23,39663
New Zealand,2021-10-23,1
United Kingdom,2021-10-23,40960
Australia,2021-10-24,160230
Canada,2021-10-24,1703806
China,2021-10-24,109197
Denmark,2021-10-24,2346
France,2021-10-24,277806
Netherlands,2021-10-24,39684
New Zealand,2021-10-24,1
United Kingdom,2021-10-24,41115
Australia,2021-10-25,162016
Canada,2021-10-25,1707123
China,2021-10-25,109244
Denmark,2021-10-25,2361
France,2021-10-25,277880
Netherlands,2021-10-25,39697
New Zealand,2021-10-25,1
United Kingdom,2021-10-25,41266
Australia,2021-10-26,163866
Canada,2021-10-26,1708953
China,2021-10-26,109306
Denmark,2021-10-26,2486
France,2021-10-26,278609
Netherlands,2021-10-26,39761
New Zealand,2021-10-26,1
United Kingdom,2021-10-26,41580
Australia,2021-10-27,165904
Canada,2021-10-27,1711610
China,2021-10-27,109350
Denmark,2021-10-27,2557
France,2021-10-27,279161
Netherlands,2021-10-27,39805
New Zealand,2021-10-27,1
United Kingdom,2021-10-27,41760
Australia,2021-10-28,167790
Canada,2021-10-28,1714268
China,2021-10-28,109416
Denmark,2021-10-28,2717
France,2021-10-28,279367
Netherlands,2021-10-28,39834
New Zealand,2021-10-28,1
United Kingdom,2021-10-28,42215
Australia,2021-10-29,169379
Canada,2021-10-29,1716802
China,2021-10-29,109499
Denmark,2021-10-29,2810
France,2021-10-29,279763
Netherlands,2021-10-29,39872
New Zealand,2021-10-29,1
United Kingdom,2021-10-29,42390
Australia,2021-10-30,170564
Canada,2021-10-30,1718590
China,2021-10-30,109574
Denmark,2021-10-30,2881
France,2021-10-30,279802
Netherlands,2021-10-30,39914
New Zealand,2021-10-30,1
United Kingdom,2021-10-30,42753
Australia,2021-10-31,172030
Canada,2021-10-31,1720153
China,2021-10-31,109666
Denmark,2021-10-31,2944
France,2021-10-31,279822
Netherlands,2021-10-31,39938
New Zealand,2021-10-31,1
United Kingdom,2021-10-31,42904
Australia,2021-11-01,173165
Canada,2021-11-01,1723156
China,2021-11-01,109738
Denmark,2021-11-01,3022
France,2021-11-01,280078
Netherlands,2021-11-01,39964
New Zealand,2021-11-01,1
United Kingdom,2021-11-01,43041
Australia,2021-11-02,174276
Canada,2021-11-02,1725109
China,2021-11-02,109850
Denmark,2021-11-02,3111
France,2021-11-02,280177
Netherlands,2021-11-02,39993
New Zealand,2021-11-02,1
United Kingdom,2021-11-02,43232
Australia,2021-11-03,175813
Canada,2021-11-03,1727506
China,2021-11-03,109956
Denmark,2021-11-03,3208
France,2021-11-03,280434
Netherlands,2021-11-03,40016
New Zealand,2021-11-03,1
United Kingdom,2021-11-03,44031
Australia,2021-11-04,177393
Canada,2021-11-04,1730186
China,2021-11-04,110041
Denmark,2021-11-04,3330
France,2021-11-04,281152
Netherlands,2021-11-04,40057
New Zealand,2021-11-04,1
United Kingdom,2021-11-04,44338
Australia,2021-11-05,178927
Canada,2021-11-05,1732757
China,2021-11-05,110102
Denmark,2021-11-05,3397
France,2021-11-05,281456
Netherlands,2021-11-05,40109
New Zealand,2021-11-05,1
United Kingdom,2021-11-05,44595
Australia,2021-11-06,180314
Canada,2021-11-06,1734189
China,2021-11-06,110178
Denmark,2021-11-06,3445
France,2021-11-06,281515
Netherlands,2021-11-06,40146
New Zealand,2021-11-06,1
United Kingdom,2021-11-06,45015
Australia,2021-11-07,181578
Canada,2021-11-07,1735422
China,2021-11-07,110268
Denmark,2021-11-07,3474
France,2021-11-07,281527
Netherlands,2021-11-07,40173
New Zealand,2021-11-07,1
United Kingdom,2021-11-07,45153
Australia,2021-11-08,182870
Canada,2021-11-08,1739942
China,2021-11-08,110330
Denmark,2021-11-08,3549
France,2021-11-08,282011
Netherlands,2021-11-08,40201
New Zealand,2021-11-08,1
United Kingdom,2021-11-08,45314
Australia,2021-11-09,184071
Canada,2021-11-09,1742447
China,2021-11-09,110385
Denmark,2021-11-09,3653
France,2021-11-09,282537
Netherlands,2021-11-09,40212
New Zealand,2021-11-09,1
United Kingdom,2021-11-09,45521
Australia,2021-11-10,185627
Canada,2021-11-10,1745175
China,2021-11-10,110454
Denmark,2021-11-10,3741
France,2021-11-10,283483
Netherlands,2021-11-10,40287
New Zealand,2021-11-10,1
United Kingdom,2021-11-10,45809
Australia,2021-11-11,187041
Canada,2021-11-11,1746793
China,2021-11-11,110553
Denmark,2021-11-11,3760
France,2021-11-11,283676
Netherlands,2021-11-11,40354
New Zealand,2021-11-11,1
United Kingdom,2021-11-11,46853
Australia,2021-11-12,188493
Canada,2021-11-12,1750621
China,2021-11-12,110629
Denmark,2021-11-12,3768
France,2021-11-12,283802
Netherlands,2021-11-12,40391
New Zealand,2021-11-12,1
United Kingdom,2021-11-12,47120
Australia,2021-11-13,189608
Canada,2021-11-13,1752116
China,2021-11-13,110720
Denmark,2021-11-13,3893
France,2021-11-13,283832
Netherlands,2021-11-13,40440
New Zealand,2021-11-13,1
United Kingdom,2021-11-13,47444
Australia,2021-11-14,190603
Canada,2021-11-14,1753417
China,2021-11-14,110773
Denmark,2021-11-14,3929
France,2021-11-14,283842
Netherlands,2021-11-14,40468
New Zealand,2021-11-14,1
United Kingdom,2021-11-14,47731
Australia,2021-11-15,191617
Canada,2021-11-15,1757443
China,2021-11-15,110801
Denmark,2021-11-15,4005
France,2021-11-15,284171
Netherlands,2021-11-15,40498
New Zealand,2021-11-15,1
United Kingdom,2021-11-15,48723
Australia,2021-11-16,192845
