Country/Region,Date,Deaths
United Kingdom,2021-09-21,340
Australia,2021-09-22,1196
Canada,2021-09-22,27538
China,2021-09-22,4849
Denmark,2021-09-22,2
France,2021-09-22,2833
Netherlands,2021-09-22,396
New Zealand,2021-09-22,0
United Kingdom,2021-09-22,342
Australia,2021-09-23,1208
Canada,2021-09-23,27582
China,2021-09-23,4849
Denmark,2021-09-23,2
France,2021-09-23,2853
Netherlands,2021-09-23,397
New Zealand,2021-09-23,0
United Kingdom,2021-09-23,355
Australia,2021-09-24,1220
Canada,2021-09-24,27621
China,2021-09-24,4849
Denmark,2021-09-24,2
France,2021-09-24,2885
Netherlands,2021-09-24,399
New Zealand,2021-09-24,0
United Kingdom,2021-09-24,355
Australia,2021-09-25,1231
Canada,2021-09-25,27636
China,2021-09-25,4849
Denmark,2021-09-25,2
France,2021-09-25,2895
Netherlands,2021-09-25,406
New Zealand,2021-09-25,0
United Kingdom,2021-09-25,362
Australia,2021-09-26,1245
Canada,2021-09-26,27646
China,2021-09-26,4849
Denmark,2021-09-26,2
France,2021-09-26,2906
Netherlands,2021-09-26,407
New Zealand,2021-09-26,0
United Kingdom,2021-09-26,363
Australia,2021-09-27,1256
Canada,2021-09-27,27700
China,2021-09-27,4849
Denmark,2021-09-27,2
France,2021-09-27,2934
Netherlands,2021-09-27,412
New Zealand,2021-09-27,0
United Kingdom,2021-09-27,363
Australia,2021-09-28,1279
Canada,2021-09-28,27756
China,2021-09-28,4849
Denmark,2021-09-28,2
France,2021-09-28,2954
Netherlands,2021-09-28,413
New Zealand,2021-09-28,0
United Kingdom,2021-09-28,373
Australia,2021-09-29,1291
Canada,2021-09-29,27820
China,2021-09-29,4849
Denmark,2021-09-29,2
France,2021-09-29,2977
Netherlands,2021-09-29,413
New Zealand,2021-09-29,0
United Kingdom,2021-09-29,383
Australia,2021-09-30,1311
Canada,2021-09-30,27863
China,2021-09-30,4849
Denmark,2021-09-30,2
France,2021-09-30,2983
Netherlands,2021-09-30,414
New Zealand,2021-09-30,0
United Kingdom,2021-09-30,383
Australia,2021-10-01,1321
Canada,2021-10-01,27922
China,2021-10-01,4849
Denmark,2021-10-01,2
France,2021-10-01,2997
Netherlands,2021-10-01,414
New Zealand,2021-10-01,0
United Kingdom,2021-10-01,384
Australia,2021-10-02,1334
Canada,2021-10-02,27946
China,2021-10-02,4849
Denmark,2021-10-02,2
France,2021-10-02,3010
Netherlands,2021-10-02,415
New Zealand,2021-10-02,0
United Kingdom,2021-10-02,387
Australia,2021-10-03,1346
Canada,2021-10-03,27954
China,2021-10-03,4849
Denmark,2021-10-03,2
France,2021-10-03,3018
Netherlands,2021-10-03,416
New Zealand,2021-10-03,0
United Kingdom,2021-10-03,387
Australia,2021-10-04,1357
Canada,2021-10-04,28003
China,2021-10-04,4849
Denmark,2021-10-04,2
France,2021-10-04,3037
Netherlands,2021-10-04,419
New Zealand,2021-10-04,0
United Kingdom,2021-10-04,394
Australia,2021-10-05,1379
Canada,2021-10-05,28051
China,2021-10-05,4849
Denmark,2021-10-05,2
France,2021-10-05,3068
Netherlands,2021-10-05,420
New Zealand,2021-10-05,0
United Kingdom,2021-10-05,394
Australia,2021-10-06,1389
Canada,2021-10-06,28113
China,2021-10-06,4849
Denmark,2021-10-06,2
France,2021-10-06,3121
Netherlands,2021-10-06,424
New Zealand,2021-10-06,0
United Kingdom,2021-10-06,399
Australia,2021-10-07,1405
Canada,2021-10-07,28142
China,2021-10-07,4849
Denmark,2021-10-07,2
France,2021-10-07,3134
Netherlands,2021-10-07,425
New Zealand,2021-10-07,0
United Kingdom,2021-10-07,401
Australia,2021-10-08,1421
Canada,2021-10-08,28187
China,2021-10-08,4849
Denmark,2021-10-08,2
France,2021-10-08,3145
Netherlands,2021-10-08,425
New Zealand,2021-10-08,0
United Kingdom,2021-10-08,403
Australia,2021-10-09,1432
Canada,2021-10-09,28196
China,2021-10-09,4849
Denmark,2021-10-09,2
France,2021-10-09,3150
Netherlands,2021-10-09,425
New Zealand,2021-10-09,0
United Kingdom,2021-10-09,404
Australia,2021-10-10,1448
Canada,2021-10-10,28204
China,2021-10-10,4849
Denmark,2021-10-10,2
France,2021-10-10,3154
Netherlands,2021-10-10,426
New Zealand,2021-10-10,0
United Kingdom,2021-10-10,404
Australia,2021-10-11,1461
Canada,2021-10-11,28216
China,2021-10-11,4849
Denmark,2021-10-11,2
France,2021-10-11,3158
Netherlands,2021-10-11,426
New Zealand,2021-10-11,0
United Kingdom,2021-10-11,404
Australia,2021-10-12,1478
Canada,2021-10-12,28291
China,2021-10-12,4849
Denmark,2021-10-12,2
France,2021-10-12,3167
Netherlands,2021-10-12,428
New Zealand,2021-10-12,0
United Kingdom,2021-10-12,407
Australia,2021-10-13,1496
Canada,2021-10-13,28370
China,2021-10-13,4849
Denmark,2021-10-13,2
France,2021-10-13,3220
Netherlands,2021-10-13,429
New Zealand,2021-10-13,0
United Kingdom,2021-10-13,407
Australia,2021-10-14,1507
Canada,2021-10-14,28422
China,2021-10-14,4849
Denmark,2021-10-14,2
France,2021-10-14,3224
Netherlands,2021-10-14,429
New Zealand,2021-10-14,0
United Kingdom,2021-10-14,410
Australia,2021-10-15,1515
Canada,2021-10-15,28469
China,2021-10-15,4849
Denmark,2021-10-15,2
France,2021-10-15,3232
Netherlands,2021-10-15,432
New Zealand,2021-10-15,0
United Kingdom,2021-10-15,413
Australia,2021-10-16,1532
Canada,2021-10-16,28483
China,2021-10-16,4849
Denmark,2021-10-16,2
France,2021-10-16,3237
Netherlands,2021-10-16,432
New Zealand,2021-10-16,0
United Kingdom,2021-10-16,413
Australia,2021-10-17,1543
Canada,2021-10-17,28494
China,2021-10-17,4849
Denmark,2021-10-17,2
France,2021-10-17,3242
Netherlands,2021-10-17,432
New Zealand,2021-10-17,0
United Kingdom,2021-10-17,413
Australia,2021-10-18,1558
Canada,2021-10-18,28565
China,2021-10-18,4849
Denmark,2021-10-18,2
France,2021-10-18,3245
Netherlands,2021-10-18,434
New Zealand,2021-10-18,0
United Kingdom,2021-10-18,413
Australia,2021-10-19,1577
Canada,2021-10-19,28604
China,2021-10-19,4849
Denmark,2021-10-19,2
France,2021-10-19,3271
Netherlands,2021-10-19,435
New Zealand,2021-10-19,0
United Kingdom,2021-10-19,413
Australia,2021-10-20,1590
Canada,2021-10-20,28645
China,2021-10-20,4849
Denmark,2021-10-20,2
France,2021-10-20,3276
Netherlands,2021-10-20,436
New Zealand,2021-10-20,0
United Kingdom,2021-10-20,413
Australia,2021-10-21,1611
Canada,2021-10-21,28668
China,2021-10-21,4849
Denmark,2021-10-21,2
France,2021-10-21,3278
Netherlands,2021-10-21,437
New Zealand,2021-10-21,0
United Kingdom,2021-10-21,416
Australia,2021-10-22,1622
Canada,2021-10-22,28730
China,2021-10-22,4849
Denmark,2021-10-22,2
France,2021-10-22,3289
Netherlands,2021-10-22,437
New Zealand,2021-10-22,0
United Kingdom,2021-10-22,417
Australia,2021-10-23,1637
Canada,2021-10-23,28746
China,2021-10-23,4849
Denmark,2021-10-23,2
France,2021-10-23,3289
Netherlands,2021-10-23,437
New Zealand,2021-10-23,0
United Kingdom,2021-10-23,417
Australia,2021-10-24,1648
Canada,2021-10-24,28750
China,2021-10-24,4849
Denmark,2021-10-24,2
France,2021-10-24,3294
Netherlands,2021-10-24,438
New Zealand,2021-10-24,0
United Kingdom,2021-10-24,417
Australia,2021-10-25,1653
Canada,2021-10-25,28806
China,2021-10-25,4849
Denmark,2021-10-25,2
France,2021-10-25,3298
Netherlands,2021-10-25,438
New Zealand,2021-10-25,0
United Kingdom,2021-10-25,419
Australia,2021-10-26,1669
Canada,2021-10-26,28842
China,2021-10-26,4849
Denmark,2021-10-26,2
France,2021-10-26,3308
Netherlands,2021-10-26,438
New Zealand,2021-10-26,0
United Kingdom,2021-10-26,419
Australia,2021-10-27,1696
Canada,2021-10-27,28882
China,2021-10-27,4849
Denmark,2021-10-27,2
France,2021-10-27,3315
Netherlands,2021-10-27,438
New Zealand,2021-10-27,0
United Kingdom,2021-10-27,421
Australia,2021-10-28,1708
Canada,2021-10-28,28929
China,2021-10-28,4849
Denmark,2021-10-28,2
France,2021-10-28,3318
Netherlands,2021-10-28,439
New Zealand,2021-10-28,0
United Kingdom,2021-10-28,422
Australia,2021-10-29,1722
Canada,2021-10-29,28953
China,2021-10-29,4849
Denmark,2021-10-29,2
France,2021-10-29,3330
Netherlands,2021-10-29,439
New Zealand,2021-10-29,0
United Kingdom,2021-10-29,423
Australia,2021-10-30,1735
Canada,2021-10-30,28965
China,2021-10-30,4849
Denmark,2021-10-30,2
France,2021-10-30,3330
Netherlands,2021-10-30,439
New Zealand,2021-10-30,0
United Kingdom,2021-10-30,423
Australia,2021-10-31,1743
Canada,2021-10-31,28970
China,2021-10-31,4849
Denmark,2021-10-31,2
France,2021-10-31,3331
Netherlands,2021-10-31,439
New Zealand,2021-10-31,0
United Kingdom,2021-10-31,423
Australia,2021-11-01,1756
Canada,2021-11-01,29024
China,2021-11-01,4849
Denmark,2021-11-01,3
France,2021-11-01,3336
Netherlands,2021-11-01,439
New Zealand,2021-11-01,0
United Kingdom,2021-11-01,426
Australia,2021-11-02,1768
Canada,2021-11-02,29057
China,2021-11-02,4849
Denmark,2021-11-02,3
France,2021-11-02,3337
Netherlands,2021-11-02,440
New Zealand,2021-11-02,0
United Kingdom,2021-11-02,426
Australia,2021-11-03,1781
Canada,2021-11-03,29095
China,2021-11-03,4849
Denmark,2021-11-03,4
France,2021-11-03,3340
Netherlands,2021-11-03,440
New Zealand,2021-11-03,0
United Kingdom,2021-11-03,426
Australia,2021-11-04,1795
Canada,2021-11-04,29115
China,2021-11-04,4849
Denmark,2021-11-04,5
France,2021-11-04,3347
Netherlands,2021-11-04,440
New Zealand,2021-11-04,0
United Kingdom,2021-11-04,431
Australia,2021-11-05,1805
Canada,2021-11-05,29133
China,2021-11-05,4849
Denmark,2021-11-05,5
France,2021-11-05,3349
Netherlands,2021-11-05,441
New Zealand,2021-11-05,0
United Kingdom,2021-11-05,431
Australia,2021-11-06,1815
Canada,2021-11-06,29140
China,2021-11-06,4849
Denmark,2021-11-06,5
France,2021-11-06,3349
Netherlands,2021-11-06,442
New Zealand,2021-11-06,0
United Kingdom,2021-11-06,431
Australia,2021-11-07,1827
Canada,2021-11-07,29151
China,2021-11-07,4849
Denmark,2021-11-07,5
France,2021-11-07,3350
Netherlands,2021-11-07,442
New Zealand,2021-11-07,0
United Kingdom,2021-11-07,431
Australia,2021-11-08,1841
Canada,2021-11-08,29194
China,2021-11-08,4849
Denmark,2021-11-08,6
France,2021-11-08,3366
Netherlands,2021-11-08,442
New Zealand,2021-11-08,0
United Kingdom,2021-11-08,431
Australia,2021-11-09,1858
Canada,2021-11-09,29218
China,2021-11-09,4849
Denmark,2021-11-09,6
France,2021-11-09,3373
Netherlands,2021-11-09,442
New Zealand,2021-11-09,0
United Kingdom,2021-11-09,432
Australia,2021-11-10,1862
Canada,2021-11-10,29251
China,2021-11-10,4849
Denmark,2021-11-10,6
France,2021-11-10,3373
Netherlands,2021-11-10,442
New Zealand,2021-11-10,0
United Kingdom,2021-11-10,434
Australia,2021-11-11,1873
Canada,2021-11-11,29267
China,2021-11-11,4849
Denmark,2021-11-11,6
France,2021-11-11,3378
Netherlands,2021-11-11,443
New Zealand,2021-11-11,0
United Kingdom,2021-11-11,438
Australia,2021-11-12,1877
Canada,2021-11-12,29310
China,2021-11-12,4849
Denmark,2021-11-12,6
France,2021-11-12,3378
Netherlands,2021-11-12,443
New Zealand,2021-11-12,0
United Kingdom,2021-11-12,438
Australia,2021-11-13,1882
Canada,2021-11-13,29325
China,2021-11-13,4849
Denmark,2021-11-13,8
France,2021-11-13,3378
Netherlands,2021-11-13,443
New Zealand,2021-11-13,0
United Kingdom,2021-11-13,439
Australia,2021-11-14,1888
Canada,2021-11-14,29338
China,2021-11-14,4849
Denmark,2021-11-14,8
France,2021-11-14,3378
Netherlands,2021-11-14,443
New Zealand,2021-11-14,0
United Kingdom,2021-11-14,439
Australia,2021-11-15,1898
Canada,2021-11-15,29385
China,2021-11-15,4849
Denmark,2021-11-15,10
France,2021-11-15,3382
Netherlands,2021-11-15,443
New Zealand,2021-11-15,0
United Kingdom,2021-11-15,439
Australia,2021-11-16,1907
Canada,2021-11-16,29404
China,2021-11-16,4849
Denmark,2021-11-16,10
France,2021-11-16,3383
Netherlands,2021-11-16,443
New Zealand,2021-11-16,0
United Kingdom,2021-11-16,439
Australia,2021-11-17,1922
Canada,2021-11-17,29432
China,2021-11-17,4849
Denmark,2021-11-17,11
France,2021-11-17,3383
Netherlands,2021-11-17,444
New Zealand,2021-11-17,0
United Kingdom,2021-11-17,439
Australia,2021-11-18,1933
Canada,2021-11-18,29463
China,2021-11-18,4849
Denmark,2021-11-18,11
France,2021-11-18,3386
Netherlands,2021-11-18,444
New Zealand,2021-11-18,0
United Kingdom,2021-11-18,440
Australia,2021-11-19,1938
Canada,2021-11-19,29482
China,2021-11-19,4849
Denmark,2021-11-19,11
France,2021-11-19,3389
Netherlands,2021-11-19,444
New Zealand,2021-11-19,0
United Kingdom,2021-11-19,442
Australia,2021-11-20,1944
Canada,2021-11-20,29492
China,2021-11-20,4849
Denmark,2021-11-20,12
France,2021-11-20,3390
Netherlands,2021-11-20,445
New Zealand,2021-11-20,0
United Kingdom,2021-11-20,442
Australia,2021-11-21,1948
Canada,2021-11-21,29499
China,2021-11-21,4849
Denmark,2021-11-21,12
France,2021-11-21,3392
Netherlands,2021-11-21,445
New Zealand,2021-11-21,0
United Kingdom,2021-11-21,442
Australia,2021-11-22,1968
Canada,2021-11-22,29527
China,2021-11-22,4849
Denmark,2021-11-22,12
France,2021-11-22,3394
Netherlands,2021-11-22,446
New Zealand,2021-11-22,0
United Kingdom,2021-11-22,442
Australia,2021-11-23,1973
Canada,2021-11-23,29556
China,2021-11-23,4849
Denmark,2021-11-23,12
France,2021-11-23,3395
Netherlands,2021-11-23,447
New Zealand,2021-11-23,0
United Kingdom,2021-11-23,442
Australia,2021-11-24,1978
Canada,2021-11-24,29581
China,2021-11-24,4849
Denmark,2021-11-24,13
France,2021-11-24,3397
Netherlands,2021-11-24,448
New Zealand,2021-11-24,0
United Kingdom,2021-11-24,442
Australia,2021-11-25,1985
Canada,2021-11-25,29601
China,2021-11-25,4849
Denmark,2021-11-25,13
France,2021-11-25,3402
Netherlands,2021-11-25,449
New Zealand,2021-11-25,0
United Kingdom,2021-11-25,443
Australia,2021-11-26,1990
Canada,2021-11-26,29619
China,2021-11-26,4849
Denmark,2021-11-26,13
France,2021-11-26,3402
Netherlands,2021-11-26,449
New Zealand,2021-11-26,0
United Kingdom,2021-11-26,443
Australia,2021-11-27,1994
Canada,2021-11-27,29629
China,2021-11-27,4849
Denmark,2021-11-27,13
France,2021-11-27,3402
Netherlands,2021-11-27,449
New Zealand,2021-11-27,0
United Kingdom,2021-11-27,443
Australia,2021-11-28,1997
Canada,2021-11-28,29634
China,2021-11-28,4849
Denmark,2021-11-28,13
France,2021-11-28,3402
Netherlands,2021-11-28,449
New Zealand,2021-11-28,0
United Kingdom,2021-11-28,443
Australia,2021-11-29,2006
Canada,2021-11-29,29671
China,2021-11-29,4849
Denmark,2021-11-29,13
France,2021-11-29,3406
Netherlands,2021-11-29,449
New Zealand,2021-11-29,0
United Kingdom,2021-11-29,443
Australia,2021-11-30,2011
Canada,2021-11-30,29688
China,2021-11-30,4849
Denmark,2021-11-30,13
France,2021-11-30,3410
Netherlands,2021-11-30,449
New Zealand,2021-11-30,0
United Kingdom,2021-11-30,444
Australia,2021-12-01,2021
Canada,2021-12-01,29715
China,2021-12-01,4849
Denmark,2021-12-01,13
France,2021-12-01,3415
Netherlands,2021-12-01,450
New Zealand,2021-12-01,0
United Kingdom,2021-12-01,446
Australia,2021-12-02,2033
Canada,2021-12-02,29738
China,2021-12-02,4849
Denmark,2021-12-02,13
France,2021-12-02,3416
Netherlands,2021-12-02,450
New Zealand,2021-12-02,0
United Kingdom,2021-12-02,447
Australia,2021-12-03,2042
Canada,2021-12-03,29758
China,2021-12-03,4849
Denmark,2021-12-03,13
France,2021-12-03,3424
Netherlands,2021-12-03,450
New Zealand,2021-12-03,0
United Kingdom,2021-12-03,450
Australia,2021-12-04,2050
Canada,2021-12-04,29767
China,2021-12-04,4849
Denmark,2021-12-04,13
France,2021-12-04,3424
Netherlands,2021-12-04,450
New Zealand,2021-12-04,0
United Kingdom,2021-12-04,450
Australia,2021-12-05,2056
Canada,2021-12-05,29769
China,2021-12-05,4849
Denmark,2021-12-05,13
France,2021-12-05,3425
Netherlands,2021-12-05,450
New Zealand,2021-12-05,0
United Kingdom,2021-12-05,450
Australia,2021-12-06,2065
Canada,2021-12-06,29801
China,2021-12-06,4849
Denmark,2021-12-06,13
France,2021-12-06,3428
Netherlands,2021-12-06,451
New Zealand,2021-12-06,0
United Kingdom,2021-12-06,454
Australia,2021-12-07,2072
Canada,2021-12-07,29828
China,2021-12-07,4849
Denmark,2021-12-07,13
France,2021-12-07,3436
Netherlands,2021-12-07,452
New Zealand,2021-12-07,0
United Kingdom,2021-12-07,454
Australia,2021-12-08,2082
Canada,2021-12-08,29853
China,2021-12-08,4849
Denmark,2021-12-08,13
France,2021-12-08,3438
Netherlands,2021-12-08,453
New Zealand,2021-12-08,0
United Kingdom,2021-12-08,455
Australia,2021-12-09,2084
Canada,2021-12-09,29877
China,2021-12-09,4849
Denmark,2021-12-09,13
France,2021-12-09,3447
Netherlands,2021-12-09,453
New Zealand,2021-12-09,0
United Kingdom,2021-12-09,455
Australia,2021-12-10,2100
Canada,2021-12-10,29901
China,2021-12-10,4849
Denmark,2021-12-10,13
France,2021-12-10,3450
Netherlands,2021-12-10,456
New Zealand,2021-12-10,0
United Kingdom,2021-12-10,457
Australia,2021-12-11,2104
Canada,2021-12-11,29911
China,2021-12-11,4849
Denmark,2021-12-11,13
France,2021-12-11,3450
Netherlands,2021-12-11,456
New Zealand,2021-12-11,0
United Kingdom,2021-12-11,457
Australia,2021-12-12,2106
Canada,2021-12-12,29920
China,2021-12-12,4849
Denmark,2021-12-12,13
France,2021-12-12,3450
Netherlands,2021-12-12,456
New Zealand,2021-12-12,0
United Kingdom,2021-12-12,457
Australia,2021-12-13,2113
Canada,2021-12-13,29942
China,2021-12-13,4849
Denmark,2021-12-13,13
France,2021-12-13,3458
Netherlands,2021-12-13,456
New Zealand,2021-12-13,0
United Kingdom,2021-12-13,458
Australia,2021-12-14,2117
Canada,2021-12-14,29970
China,2021-12-14,4849
Denmark,2021-12-14,13
France,2021-12-14,3460
Netherlands,2021-12-14,457
New Zealand,2021-12-14,0
United Kingdom,2021-12-14,458
Australia,2021-12-15,2126
Canada,2021-12-15,29995
China,2021-12-15,4849
Denmark,2021-12-15,13
France,2021-12-15,3464
Netherlands,2021-12-15,458
New Zealand,2021-12-15,0
United Kingdom,2021-12-15,458
Australia,2021-12-16,2134
Canada,2021-12-16,30013
China,2021-12-16,4849
Denmark,2021-12-16,13
France,2021-12-16,3480
Netherlands,2021-12-16,458
New Zealand,2021-12-16,0
United Kingdom,2021-12-16,458
Australia,2021-12-17,2142
Canada,2021-12-17,30033
China,2021-12-17,4849
Denmark,2021-12-17,13
France,2021-12-17,3482
Netherlands,2021-12-17,461
New Zealand,2021-12-17,0
United Kingdom,2021-12-17,458
Australia,2021-12-18,2146
Canada,2021-12-18,30041
China,2021-12-18,4849
Denmark,2021-12-18,13
France,2021-12-18,3482
Netherlands,2021-12-18,461
New Zealand,2021-12-18,0
United Kingdom,2021-12-18,459
Australia,2021-12-19,2146
Canada,2021-12-19,30046
China,2021-12-19,4849
Denmark,2021-12-19,13
France,2021-12-19,3482
Netherlands,2021-12-19,461
New Zealand,2021-12-19,0
United Kingdom,2021-12-19,461
Australia,2021-12-20,2154
Canada,2021-12-20,30064
China,2021-12-20,4849
Denmark,2021-12-20,13
France,2021-12-20,3490
Netherlands,2021-12-20,461
New Zealand,2021-12-20,0
United Kingdom,2021-12-20,462
Australia,2021-12-21,2162
Canada,2021-12-21,30086
China,2021-12-21,4849
Denmark,2021-12-21,13
France,2021-12-21,3492
Netherlands,2021-12-21,461
New Zealand,2021-12-21,0
United Kingdom,2021-12-21,462
Australia,2021-12-22,2173
Canada,2021-12-22,30114
China,2021-12-22,4849
Denmark,2021-12-22,13
France,2021-12-22,3493
Netherlands,2021-12-22,463
New Zealand,2021-12-22,0
United Kingdom,2021-12-22,463
Australia,2021-12-23,2182
Canada,2021-12-23,30132
China,2021-12-23,4849
Denmark,2021-12-23,13
France,2021-12-23,3507
Netherlands,2021-12-23,464
New Zealand,2021-12-23,0
United Kingdom,2021-12-23,466
Australia,2021-12-24,2188
Canada,2021-12-24,30146
China,2021-12-24,4849
Denmark,2021-12-24,13
France,2021-12-24,3507
Netherlands,2021-12-24,464
New Zealand,2021-12-24,0
United Kingdom,2021-12-24,467
Australia,2021-12-25,2190
Canada,2021-12-25,30153
China,2021-12-25,4849
Denmark,2021-12-25,13
France,2021-12-25,3507
Netherlands,2021-12-25,465
New Zealand,2021-12-25,0
United Kingdom,2021-12-25,467
Australia,2021-12-26,2196
Canada,2021-12-26,30163
China,2021-12-26,4849
Denmark,2021-12-26,13
France,2021-12-26,3507
Netherlands,2021-12-26,465
New Zealand,2021-12-26,0
United Kingdom,2021-12-26,467
Australia,2021-12-27,2202
Canada,2021-12-27,30190
China,2021-12-27,4849
Denmark,2021-12-27,14
France,2021-12-27,3518
Netherlands,2021-12-27,465
New Zealand,2021-12-27,0
United Kingdom,2021-12-27,467
Australia,2021-12-28,2210
Canada,2021-12-28,30219
China,2021-12-28,4849
Denmark,2021-12-28,14
France,2021-12-28,3515
Netherlands,2021-12-28,465
New Zealand,2021-12-28,0
United Kingdom,2021-12-28,467
Australia,2021-12-29,2224
Canada,2021-12-29,30254
China,2021-12-29,4849
Denmark,2021-12-29,14
France,2021-12-29,3526
Netherlands,2021-12-29,466
New Zealand,2021-12-29,0
United Kingdom,2021-12-29,468
Australia,2021-12-30,2239
Canada,2021-12-30,30281
China,2021-12-30,4849
Denmark,2021-12-30,15
France,2021-12-30,3528
Netherlands,2021-12-30,468
New Zealand,2021-12-30,0
United Kingdom,2021-12-30,472
Australia,2021-12-31,2253
Canada,2021-12-31,30320
China,2021-12-31,4849
Denmark,2021-12-31,15
France,2021-12-31,3528
Netherlands,2021-12-31,468
New Zealand,2021-12-31,0
United Kingdom,2021-12-31,472
Australia,2022-01-01,2257
Canada,2022-01-01,30340
China,2022-01-01,4849
Denmark,2022-01-01,15
France,2022-01-01,3528
Netherlands,2022-01-01,468
New Zealand,2022-01-01,0
United Kingdom,2022-01-01,473
Australia,2022-01-02,2266
Canada,2022-01-02,30370
China,2022-01-02,4849
Denmark,2022-01-02,15
France,2022-01-02,3528
Netherlands,2022-01-02,468
New Zealand,2022-01-02,0
United Kingdom,2022-01-02,473
Australia,2022-01-03,2270
Canada,2022-01-03,30400
China,2022-01-03,4849
Denmark,2022-01-03,16
France,2022-01-03,3528
Netherlands,2022-01-03,468
New Zealand,2022-01-03,0
United Kingdom,2022-01-03,474
Australia,2022-01-04,2290
Canada,2022-01-04,30436
China,2022-01-04,4849
Denmark,2022-01-04,16
France,2022-01-04,3537
Netherlands,2022-01-04,468
New Zealand,2022-01-04,0
United Kingdom,2022-01-04,476
Australia,2022-01-05,2302
Canada,2022-01-05,30525
China,2022-01-05,4849
Denmark,2022-01-05,16
France,2022-01-05,3547
Netherlands,2022-01-05,468
New Zealand,2022-01-05,0
United Kingdom,2022-01-05,476
Australia,2022-01-06,2321
Canada,2022-01-06,30585
China,2022-01-06,4849
Denmark,2022-01-06,16
France,2022-01-06,3548
Netherlands,2022-01-06,470
New Zealand,2022-01-06,0
United Kingdom,2022-01-06,478
Australia,2022-01-07,2337
Canada,2022-01-07,30668
China,2022-01-07,4849
Denmark,2022-01-07,16
France,2022-01-07,3555
Netherlands,2022-01-07,471
New Zealand,2022-01-07,0
United Kingdom,2022-01-07,478
Australia,2022-01-08,2366
Canada,2022-01-08,30699
China,2022-01-08,4849
Denmark,2022-01-08,16
France,2022-01-08,3555
Netherlands,2022-01-08,472
New Zealand,2022-01-08,0
United Kingdom,2022-01-08,481
Australia,2022-01-09,2387
Canada,2022-01-09,30765
China,2022-01-09,4849
Denmark,2022-01-09,16
France,2022-01-09,3555
Netherlands,2022-01-09,473
New Zealand,2022-01-09,0
United Kingdom,2022-01-09,482
Australia,2022-01-10,2415
Canada,2022-01-10,30861
China,2022-01-10,4849
Denmark,2022-01-10,17
France,2022-01-10,3556
Netherlands,2022-01-10,475
New Zealand,2022-01-10,0
United Kingdom,2022-01-10,482
Australia,2022-01-11,2465
Canada,2022-01-11,30957
China,2022-01-11,4849
Denmark,2022-01-11,17
France,2022-01-11,3558
Netherlands,2022-01-11,478
New Zealand,2022-01-11,0
United Kingdom,2022-01-11,482
Australia,2022-01-12,2522
Canada,2022-01-12,31081
China,2022-01-12,4849
Denmark,2022-01-12,17
France,2022-01-12,3580
Netherlands,2022-01-12,481
New Zealand,2022-01-12,0
United Kingdom,2022-01-12,487
Australia,2022-01-13,2572
Canada,2022-01-13,31191
China,2022-01-13,4849
Denmark,2022-01-13,17
France,2022-01-13,3582
Netherlands,2022-01-13,483
New Zealand,2022-01-13,0
United Kingdom,2022-01-13,489
Australia,2022-01-14,2621
Canada,2022-01-14,31324
China,2022-01-14,4849
Denmark,2022-01-14,17
France,2022-01-14,3582
Netherlands,2022-01-14,486
New Zealand,2022-01-14,0
United Kingdom,2022-01-14,495
Australia,2022-01-15,2673
Canada,2022-01-15,31465
China,2022-01-15,4849
Denmark,2022-01-15,17
France,2022-01-15,3582
Netherlands,2022-01-15,486
New Zealand,2022-01-15,0
United Kingdom,2022-01-15,496
Australia,2022-01-16,2692
Canada,2022-01-16,31531
China,2022-01-16,4849
Denmark,2022-01-16,18
France,2022-01-16,3582
Netherlands,2022-01-16,487
New Zealand,2022-01-16,0
United Kingdom,2022-01-16,497
Australia,2022-01-17,2773
Canada,2022-01-17,31676
China,2022-01-17,4849
Denmark,2022-01-17,18
France,2022-01-17,3600
Netherlands,2022-01-17,493
New Zealand,2022-01-17,0
United Kingdom,2022-01-17,502
Australia,2022-01-18,2843
Canada,2022-01-18,31827
China,2022-01-18,4849
Denmark,2022-01-18,18
France,2022-01-18,3600
Netherlands,2022-01-18,494
New Zealand,2022-01-18,0
United Kingdom,2022-01-18,502
Australia,2022-01-19,2890
Canada,2022-01-19,32006
China,2022-01-19,4849
Denmark,2022-01-19,18
France,2022-01-19,3612
Netherlands,2022-01-19,496
New Zealand,2022-01-19,0
United Kingdom,2022-01-19,504
Australia,2022-01-20,2978
Canada,2022-01-20,32217
China,2022-01-20,4849
Denmark,2022-01-20,19
France,2022-01-20,3643
Netherlands,2022-01-20,501
New Zealand,2022-01-20,0
United Kingdom,2022-01-20,508
Australia,2022-01-21,3043
Canada,2022-01-21,32380
China,2022-01-21,4849
Denmark,2022-01-21,19
France,2022-01-21,3648
Netherlands,2022-01-21,502
New Zealand,2022-01-21,0
United Kingdom,2022-01-21,509
Australia,2022-01-22,3121
Canada,2022-01-22,32504
China,2022-01-22,4849
Denmark,2022-01-22,21
France,2022-01-22,3648
Netherlands,2022-01-22,506
New Zealand,2022-01-22,0
United Kingdom,2022-01-22,509
Australia,2022-01-23,3148
Canada,2022-01-23,32560
China,2022-01-23,4849
Denmark,2022-01-23,21
France,2022-01-23,3648
Netherlands,2022-01-23,512
New Zealand,2022-01-23,0
United Kingdom,2022-01-23,512
Australia,2022-01-24,3230
Canada,2022-01-24,32716
China,2022-01-24,4849
Denmark,2022-01-24,21
France,2022-01-24,3655
Netherlands,2022-01-24,514
